"V1" "V2"
"orthoMCL5139" "3" "c_3"
"orthoMCL5140" "3" "c_3"
"orthoMCL5141" "3" "c_3"
"orthoMCL5142" "3" "c_3"
"orthoMCL5143" "3" "c_3"
"orthoMCL5144" "3" "c_3"
"orthoMCL5145" "3" "c_3"
"orthoMCL5146" "3" "c_3"
"orthoMCL5147" "3" "c_3"
"orthoMCL5148" "3" "c_3"
"orthoMCL5149" "3" "c_3"
"orthoMCL5150" "3" "c_3"
"orthoMCL5151" "3" "c_3"
"orthoMCL5152" "3" "c_3"
"orthoMCL5153" "3" "c_3"
"orthoMCL5154" "3" "c_3"
"orthoMCL5155" "3" "c_3"
"orthoMCL5156" "3" "c_3"
"orthoMCL5157" "3" "c_3"
"orthoMCL5158" "3" "c_3"
"orthoMCL5159" "3" "c_3"
"orthoMCL5160" "3" "c_3"
"orthoMCL5161" "3" "c_3"
"orthoMCL5162" "3" "c_3"
"orthoMCL5163" "3" "c_3"
"orthoMCL5164" "3" "c_3"
"orthoMCL5165" "3" "c_3"
"orthoMCL5166" "3" "c_3"
"orthoMCL5167" "3" "c_3"
"orthoMCL5168" "3" "c_3"
"orthoMCL5169" "3" "c_3"
"orthoMCL5170" "3" "c_3"
"orthoMCL5171" "3" "c_3"
"orthoMCL5172" "3" "c_3"
"orthoMCL5173" "3" "c_3"
"orthoMCL5174" "3" "c_3"
"orthoMCL5175" "3" "c_3"
"orthoMCL5176" "3" "c_3"
"orthoMCL5177" "3" "c_3"
"orthoMCL5178" "3" "c_3"
"orthoMCL5179" "3" "c_3"
"orthoMCL5180" "3" "c_3"
"orthoMCL5181" "3" "c_3"
"orthoMCL5182" "3" "c_3"
"orthoMCL5183" "3" "c_3"
"orthoMCL5184" "3" "c_3"
"orthoMCL5185" "3" "c_3"
"orthoMCL5186" "3" "c_3"
"orthoMCL5187" "3" "c_3"
"orthoMCL5188" "3" "c_3"
"orthoMCL5189" "3" "c_3"
"orthoMCL5190" "3" "c_3"
"orthoMCL5191" "3" "c_3"
"orthoMCL5192" "3" "c_3"
"orthoMCL5193" "3" "c_3"
"orthoMCL5194" "3" "c_3"
"orthoMCL5195" "3" "c_3"
"orthoMCL5196" "3" "c_3"
"orthoMCL5197" "3" "c_3"
"orthoMCL5198" "3" "c_3"
"orthoMCL5199" "3" "c_3"
"orthoMCL5200" "3" "c_3"
"orthoMCL5201" "3" "c_3"
"orthoMCL5202" "3" "c_3"
"orthoMCL5203" "3" "c_3"
"orthoMCL5204" "3" "c_3"
"orthoMCL5205" "3" "c_3"
"orthoMCL5206" "3" "c_3"
"orthoMCL5207" "3" "c_3"
"orthoMCL5208" "3" "c_3"
"orthoMCL5209" "3" "c_3"
"orthoMCL5210" "3" "c_3"
"orthoMCL5211" "3" "c_3"
"orthoMCL5212" "3" "c_3"
"orthoMCL5213" "3" "c_3"
"orthoMCL5214" "3" "c_3"
"orthoMCL5215" "3" "c_3"
"orthoMCL5216" "3" "c_3"
"orthoMCL5217" "3" "c_3"
"orthoMCL5218" "3" "c_3"
"orthoMCL5219" "3" "c_3"
"orthoMCL5220" "3" "c_3"
"orthoMCL5221" "3" "c_3"
"orthoMCL5222" "3" "c_3"
"orthoMCL5223" "3" "c_3"
"orthoMCL5224" "3" "c_3"
"orthoMCL5225" "3" "c_3"
"orthoMCL5226" "3" "c_3"
"orthoMCL5227" "3" "c_3"
"orthoMCL5228" "3" "c_3"
"orthoMCL5229" "3" "c_3"
"orthoMCL5230" "3" "c_3"
"orthoMCL5231" "3" "c_3"
"orthoMCL5232" "3" "c_3"
"orthoMCL5233" "3" "c_3"
"orthoMCL5234" "3" "c_3"
"orthoMCL5235" "3" "c_3"
"orthoMCL5236" "3" "c_3"
"orthoMCL5237" "3" "c_3"
"orthoMCL5238" "3" "c_3"
"orthoMCL5239" "3" "c_3"
"orthoMCL5240" "3" "c_3"
"orthoMCL5241" "3" "c_3"
"orthoMCL5242" "3" "c_3"
"orthoMCL5243" "3" "c_3"
"orthoMCL5244" "3" "c_3"
"orthoMCL5245" "3" "c_3"
"orthoMCL5246" "3" "c_3"
"orthoMCL5247" "3" "c_3"
"orthoMCL5248" "3" "c_3"
"orthoMCL5249" "3" "c_3"
"orthoMCL5250" "3" "c_3"
"orthoMCL5251" "3" "c_3"
"orthoMCL5252" "3" "c_3"
"orthoMCL5253" "3" "c_3"
"orthoMCL5254" "3" "c_3"
"orthoMCL5255" "3" "c_3"
"orthoMCL5256" "3" "c_3"
"orthoMCL5257" "3" "c_3"
"orthoMCL5258" "3" "c_3"
"orthoMCL5259" "3" "c_3"
"orthoMCL5260" "3" "c_3"
"orthoMCL5261" "3" "c_3"
"orthoMCL5262" "3" "c_3"
"orthoMCL5263" "3" "c_3"
"orthoMCL5264" "3" "c_3"
"orthoMCL5265" "3" "c_3"
"orthoMCL5266" "3" "c_3"
"orthoMCL5267" "3" "c_3"
"orthoMCL5268" "3" "c_3"
"orthoMCL5269" "3" "c_3"
"orthoMCL5270" "3" "c_3"
"orthoMCL5271" "3" "c_3"
"orthoMCL5272" "3" "c_3"
"orthoMCL5273" "3" "c_3"
"orthoMCL5274" "3" "c_3"
"orthoMCL5275" "3" "c_3"
"orthoMCL5276" "3" "c_3"
"orthoMCL5277" "3" "c_3"
"orthoMCL5278" "3" "c_3"
"orthoMCL5279" "3" "c_3"
"orthoMCL5280" "3" "c_3"
"orthoMCL5281" "3" "c_3"
"orthoMCL5282" "3" "c_3"
"orthoMCL5283" "3" "c_3"
"orthoMCL5284" "3" "c_3"
"orthoMCL5285" "3" "c_3"
"orthoMCL5286" "3" "c_3"
"orthoMCL5287" "3" "c_3"
"orthoMCL5288" "3" "c_3"
"orthoMCL5289" "3" "c_3"
"orthoMCL5290" "3" "c_3"
"orthoMCL5291" "3" "c_3"
"orthoMCL5292" "3" "c_3"
"orthoMCL5293" "3" "c_3"
"orthoMCL5294" "3" "c_3"
"orthoMCL5295" "3" "c_3"
"orthoMCL5296" "3" "c_3"
"orthoMCL5297" "3" "c_3"
"orthoMCL5298" "3" "c_3"
"orthoMCL5299" "3" "c_3"
"orthoMCL5300" "3" "c_3"
"orthoMCL5301" "3" "c_3"
"orthoMCL5302" "3" "c_3"
"orthoMCL5303" "3" "c_3"
"orthoMCL5304" "3" "c_3"
"orthoMCL5305" "3" "c_3"
"orthoMCL5306" "3" "c_3"
"orthoMCL5307" "3" "c_3"
"orthoMCL5308" "3" "c_3"
"orthoMCL5309" "3" "c_3"
"orthoMCL5310" "3" "c_3"
"orthoMCL5311" "3" "c_3"
"orthoMCL5312" "3" "c_3"
"orthoMCL5313" "3" "c_3"
"orthoMCL5314" "3" "c_3"
"orthoMCL5315" "3" "c_3"
"orthoMCL5316" "3" "c_3"
"orthoMCL5317" "3" "c_3"
"orthoMCL5318" "3" "c_3"
"orthoMCL5319" "3" "c_3"
"orthoMCL5320" "3" "c_3"
"orthoMCL5321" "3" "c_3"
"orthoMCL5322" "3" "c_3"
"orthoMCL5323" "3" "c_3"
"orthoMCL5324" "3" "c_3"
"orthoMCL5325" "3" "c_3"
"orthoMCL5326" "3" "c_3"
"orthoMCL5327" "3" "c_3"
"orthoMCL5328" "3" "c_3"
"orthoMCL5329" "3" "c_3"
"orthoMCL5330" "3" "c_3"
"orthoMCL5331" "3" "c_3"
"orthoMCL5332" "3" "c_3"
"orthoMCL5333" "3" "c_3"
"orthoMCL5334" "3" "c_3"
"orthoMCL5335" "3" "c_3"
"orthoMCL5336" "3" "c_3"
"orthoMCL5337" "3" "c_3"
"orthoMCL5338" "3" "c_3"
"orthoMCL5339" "3" "c_3"
"orthoMCL5340" "3" "c_3"
"orthoMCL5341" "3" "c_3"
"orthoMCL5342" "3" "c_3"
"orthoMCL5343" "3" "c_3"
"orthoMCL5344" "3" "c_3"
"orthoMCL5345" "3" "c_3"
"orthoMCL5346" "3" "c_3"
"orthoMCL5347" "3" "c_3"
"orthoMCL5348" "3" "c_3"
"orthoMCL5349" "3" "c_3"
"orthoMCL5350" "3" "c_3"
"orthoMCL5351" "3" "c_3"
"orthoMCL5352" "3" "c_3"
"orthoMCL5353" "3" "c_3"
"orthoMCL5354" "3" "c_3"
"orthoMCL5355" "3" "c_3"
"orthoMCL5356" "3" "c_3"
"orthoMCL5357" "3" "c_3"
"orthoMCL5358" "3" "c_3"
"orthoMCL5359" "3" "c_3"
"orthoMCL5360" "3" "c_3"
"orthoMCL5361" "3" "c_3"
"orthoMCL5362" "3" "c_3"
"orthoMCL5363" "3" "c_3"
"orthoMCL5364" "3" "c_3"
"orthoMCL5365" "3" "c_3"
"orthoMCL5366" "3" "c_3"
"orthoMCL5367" "3" "c_3"
"orthoMCL5368" "3" "c_3"
"orthoMCL5369" "3" "c_3"
"orthoMCL5370" "3" "c_3"
"orthoMCL5371" "3" "c_3"
"orthoMCL5372" "3" "c_3"
"orthoMCL5373" "3" "c_3"
"orthoMCL5374" "3" "c_3"
"orthoMCL5375" "3" "c_3"
"orthoMCL5376" "3" "c_3"
"orthoMCL5377" "3" "c_3"
"orthoMCL5378" "3" "c_3"
"orthoMCL5379" "3" "c_3"
"orthoMCL5380" "3" "c_3"
"orthoMCL5381" "3" "c_3"
"orthoMCL5382" "3" "c_3"
"orthoMCL5383" "3" "c_3"
"orthoMCL5384" "3" "c_3"
"orthoMCL5385" "3" "c_3"
"orthoMCL5386" "3" "c_3"
"orthoMCL5387" "3" "c_3"
"orthoMCL5388" "3" "c_3"
"orthoMCL5389" "3" "c_3"
"orthoMCL5390" "3" "c_3"
"orthoMCL5391" "3" "c_3"
"orthoMCL5392" "3" "c_3"
"orthoMCL5393" "3" "c_3"
"orthoMCL5394" "3" "c_3"
"orthoMCL5395" "3" "c_3"
"orthoMCL5396" "3" "c_3"
"orthoMCL5397" "3" "c_3"
"orthoMCL5398" "3" "c_3"
"orthoMCL5399" "3" "c_3"
"orthoMCL5400" "3" "c_3"
"orthoMCL5401" "3" "c_3"
"orthoMCL5402" "3" "c_3"
"orthoMCL5403" "3" "c_3"
"orthoMCL5404" "3" "c_3"
"orthoMCL5405" "3" "c_3"
"orthoMCL5406" "3" "c_3"
"orthoMCL5407" "3" "c_3"
"orthoMCL5408" "3" "c_3"
"orthoMCL5409" "3" "c_3"
"orthoMCL5410" "3" "c_3"
"orthoMCL5411" "3" "c_3"
"orthoMCL5412" "3" "c_3"
"orthoMCL5413" "3" "c_3"
"orthoMCL5414" "3" "c_3"
"orthoMCL5415" "3" "c_3"
"orthoMCL5416" "3" "c_3"
"orthoMCL5417" "3" "c_3"
"orthoMCL5418" "3" "c_3"
"orthoMCL5419" "3" "c_3"
"orthoMCL5420" "3" "c_3"
"orthoMCL5421" "3" "c_3"
"orthoMCL5422" "3" "c_3"
"orthoMCL5423" "3" "c_3"
"orthoMCL5424" "3" "c_3"
"orthoMCL5425" "3" "c_3"
"orthoMCL5426" "3" "c_3"
"orthoMCL5427" "3" "c_3"
"orthoMCL5428" "3" "c_3"
"orthoMCL5429" "3" "c_3"
"orthoMCL5430" "3" "c_3"
"orthoMCL5431" "3" "c_3"
"orthoMCL5432" "3" "c_3"
"orthoMCL5433" "3" "c_3"
"orthoMCL5434" "3" "c_3"
"orthoMCL5435" "3" "c_3"
"orthoMCL5436" "3" "c_3"
"orthoMCL5437" "3" "c_3"
"orthoMCL5438" "3" "c_3"
"orthoMCL5439" "3" "c_3"
"orthoMCL5440" "3" "c_3"
"orthoMCL5441" "3" "c_3"
"orthoMCL5442" "3" "c_3"
"orthoMCL5443" "3" "c_3"
"orthoMCL5444" "3" "c_3"
"orthoMCL5445" "3" "c_3"
"orthoMCL5446" "3" "c_3"
"orthoMCL5447" "3" "c_3"
"orthoMCL5448" "3" "c_3"
"orthoMCL5449" "3" "c_3"
"orthoMCL5450" "3" "c_3"
"orthoMCL5451" "3" "c_3"
"orthoMCL5452" "3" "c_3"
"orthoMCL5453" "3" "c_3"
"orthoMCL5454" "3" "c_3"
"orthoMCL5455" "3" "c_3"
"orthoMCL5456" "3" "c_3"
"orthoMCL5457" "3" "c_3"
"orthoMCL5458" "3" "c_3"
"orthoMCL5459" "3" "c_3"
"orthoMCL5460" "3" "c_3"
"orthoMCL5461" "3" "c_3"
"orthoMCL5462" "3" "c_3"
"orthoMCL5463" "3" "c_3"
"orthoMCL5464" "3" "c_3"
"orthoMCL5465" "3" "c_3"
"orthoMCL5466" "3" "c_3"
"orthoMCL5467" "3" "c_3"
"orthoMCL5468" "3" "c_3"
"orthoMCL5469" "3" "c_3"
"orthoMCL5470" "3" "c_3"
"orthoMCL5471" "3" "c_3"
"orthoMCL5472" "3" "c_3"
"orthoMCL5473" "3" "c_3"
"orthoMCL5474" "3" "c_3"
"orthoMCL5475" "3" "c_3"
"orthoMCL5476" "3" "c_3"
"orthoMCL5477" "3" "c_3"
"orthoMCL5478" "3" "c_3"
"orthoMCL5479" "3" "c_3"
"orthoMCL5480" "3" "c_3"
"orthoMCL5481" "3" "c_3"
"orthoMCL5482" "3" "c_3"
"orthoMCL5483" "3" "c_3"
"orthoMCL5484" "3" "c_3"
"orthoMCL5485" "3" "c_3"
"orthoMCL5486" "3" "c_3"
"orthoMCL5487" "3" "c_3"
"orthoMCL5488" "3" "c_3"
"orthoMCL5489" "3" "c_3"
"orthoMCL5490" "3" "c_3"
"orthoMCL5491" "3" "c_3"
"orthoMCL5492" "3" "c_3"
"orthoMCL5493" "3" "c_3"
"orthoMCL5494" "3" "c_3"
"orthoMCL5495" "3" "c_3"
"orthoMCL5496" "3" "c_3"
"orthoMCL5497" "3" "c_3"
"orthoMCL5498" "3" "c_3"
"orthoMCL5499" "3" "c_3"
"orthoMCL5500" "3" "c_3"
"orthoMCL5501" "3" "c_3"
"orthoMCL5502" "3" "c_3"
"orthoMCL5503" "3" "c_3"
"orthoMCL5504" "3" "c_3"
"orthoMCL5505" "3" "c_3"
"orthoMCL5506" "3" "c_3"
"orthoMCL5507" "3" "c_3"
"orthoMCL5508" "3" "c_3"
"orthoMCL5509" "3" "c_3"
"orthoMCL5510" "3" "c_3"
"orthoMCL5511" "3" "c_3"
"orthoMCL5512" "3" "c_3"
"orthoMCL5513" "3" "c_3"
"orthoMCL5514" "3" "c_3"
"orthoMCL5515" "3" "c_3"
"orthoMCL5516" "3" "c_3"
"orthoMCL5517" "3" "c_3"
"orthoMCL5518" "3" "c_3"
"orthoMCL5519" "3" "c_3"
"orthoMCL5520" "3" "c_3"
"orthoMCL5521" "3" "c_3"
"orthoMCL5522" "3" "c_3"
"orthoMCL5523" "3" "c_3"
"orthoMCL5524" "3" "c_3"
"orthoMCL5525" "3" "c_3"
"orthoMCL5526" "3" "c_3"
"orthoMCL5527" "3" "c_3"
"orthoMCL5528" "3" "c_3"
"orthoMCL5529" "3" "c_3"
"orthoMCL5530" "3" "c_3"
"orthoMCL5531" "3" "c_3"
"orthoMCL5532" "3" "c_3"
"orthoMCL5533" "3" "c_3"
"orthoMCL5534" "3" "c_3"
"orthoMCL5535" "3" "c_3"
"orthoMCL5536" "3" "c_3"
"orthoMCL5537" "3" "c_3"
"orthoMCL5538" "3" "c_3"
"orthoMCL5539" "3" "c_3"
"orthoMCL5540" "3" "c_3"
"orthoMCL5541" "3" "c_3"
"orthoMCL5542" "3" "c_3"
"orthoMCL5543" "3" "c_3"
"orthoMCL5544" "3" "c_3"
"orthoMCL5545" "3" "c_3"
"orthoMCL5546" "3" "c_3"
"orthoMCL5547" "3" "c_3"
"orthoMCL5548" "3" "c_3"
"orthoMCL5549" "3" "c_3"
"orthoMCL5550" "3" "c_3"
"orthoMCL5551" "3" "c_3"
"orthoMCL5552" "3" "c_3"
"orthoMCL5553" "3" "c_3"
"orthoMCL5554" "3" "c_3"
"orthoMCL5555" "3" "c_3"
"orthoMCL5556" "3" "c_3"
"orthoMCL5557" "3" "c_3"
"orthoMCL5558" "3" "c_3"
"orthoMCL5559" "3" "c_3"
"orthoMCL5560" "3" "c_3"
"orthoMCL5561" "3" "c_3"
"orthoMCL5562" "3" "c_3"
"orthoMCL5563" "3" "c_3"
"orthoMCL5564" "3" "c_3"
"orthoMCL5565" "3" "c_3"
"orthoMCL5566" "3" "c_3"
"orthoMCL5567" "3" "c_3"
"orthoMCL5568" "3" "c_3"
"orthoMCL5569" "3" "c_3"
"orthoMCL5570" "3" "c_3"
"orthoMCL5571" "3" "c_3"
"orthoMCL5572" "3" "c_3"
"orthoMCL5573" "3" "c_3"
"orthoMCL5574" "3" "c_3"
"orthoMCL5575" "3" "c_3"
"orthoMCL5576" "3" "c_3"
"orthoMCL5577" "3" "c_3"
"orthoMCL5578" "3" "c_3"
"orthoMCL5579" "3" "c_3"
"orthoMCL5580" "3" "c_3"
"orthoMCL5581" "3" "c_3"
"orthoMCL5582" "3" "c_3"
"orthoMCL5583" "3" "c_3"
"orthoMCL5584" "3" "c_3"
"orthoMCL5585" "3" "c_3"
"orthoMCL5586" "3" "c_3"
"orthoMCL5587" "3" "c_3"
"orthoMCL5588" "3" "c_3"
"orthoMCL5589" "3" "c_3"
"orthoMCL5590" "3" "c_3"
"orthoMCL5591" "3" "c_3"
"orthoMCL5592" "3" "c_3"
"orthoMCL5593" "3" "c_3"
"orthoMCL5594" "3" "c_3"
"orthoMCL5595" "3" "c_3"
"orthoMCL5596" "3" "c_3"
"orthoMCL5597" "3" "c_3"
"orthoMCL5598" "3" "c_3"
"orthoMCL5599" "3" "c_3"
"orthoMCL5600" "3" "c_3"
"orthoMCL5601" "3" "c_3"
"orthoMCL5602" "3" "c_3"
"orthoMCL5603" "3" "c_3"
"orthoMCL5604" "3" "c_3"
"orthoMCL5605" "3" "c_3"
"orthoMCL5606" "3" "c_3"
"orthoMCL5607" "3" "c_3"
"orthoMCL5608" "3" "c_3"
"orthoMCL5609" "3" "c_3"
"orthoMCL5610" "3" "c_3"
"orthoMCL5611" "3" "c_3"
"orthoMCL5612" "3" "c_3"
"orthoMCL5613" "3" "c_3"
"orthoMCL5614" "3" "c_3"
"orthoMCL5615" "3" "c_3"
"orthoMCL5616" "3" "c_3"
"orthoMCL5617" "3" "c_3"
"orthoMCL5618" "3" "c_3"
"orthoMCL5619" "3" "c_3"
"orthoMCL5620" "3" "c_3"
"orthoMCL5621" "3" "c_3"
"orthoMCL5622" "3" "c_3"
"orthoMCL5623" "3" "c_3"
"orthoMCL5624" "3" "c_3"
"orthoMCL5625" "3" "c_3"
"orthoMCL5626" "3" "c_3"
"orthoMCL5627" "3" "c_3"
"orthoMCL5628" "3" "c_3"
"orthoMCL5629" "3" "c_3"
"orthoMCL5630" "3" "c_3"
"orthoMCL5631" "3" "c_3"
"orthoMCL5632" "3" "c_3"
"orthoMCL5633" "3" "c_3"
"orthoMCL5634" "3" "c_3"
"orthoMCL5635" "3" "c_3"
"orthoMCL5636" "3" "c_3"
"orthoMCL5637" "3" "c_3"
"orthoMCL5638" "3" "c_3"
"orthoMCL5639" "3" "c_3"
"orthoMCL5640" "3" "c_3"
"orthoMCL5641" "3" "c_3"
"orthoMCL5642" "3" "c_3"
"orthoMCL5643" "3" "c_3"
"orthoMCL5644" "3" "c_3"
"orthoMCL5645" "3" "c_3"
"orthoMCL5646" "3" "c_3"
"orthoMCL5647" "3" "c_3"
"orthoMCL5648" "3" "c_3"
"orthoMCL5649" "3" "c_3"
"orthoMCL5650" "3" "c_3"
"orthoMCL5651" "3" "c_3"
"orthoMCL5652" "3" "c_3"
"orthoMCL5653" "3" "c_3"
"orthoMCL5654" "3" "c_3"
"orthoMCL5655" "3" "c_3"
"orthoMCL5656" "3" "c_3"
"orthoMCL5657" "3" "c_3"
"orthoMCL5658" "3" "c_3"
"orthoMCL5659" "3" "c_3"
"orthoMCL5660" "3" "c_3"
"orthoMCL5661" "3" "c_3"
"orthoMCL5662" "3" "c_3"
"orthoMCL5663" "3" "c_3"
"orthoMCL5664" "3" "c_3"
"orthoMCL5665" "3" "c_3"
"orthoMCL5666" "3" "c_3"
"orthoMCL5667" "3" "c_3"
"orthoMCL5668" "3" "c_3"
"orthoMCL5669" "3" "c_3"
"orthoMCL5670" "3" "c_3"
"orthoMCL5671" "3" "c_3"
"orthoMCL5672" "3" "c_3"
"orthoMCL5673" "3" "c_3"
"orthoMCL5674" "3" "c_3"
"orthoMCL5675" "3" "c_3"
"orthoMCL5676" "3" "c_3"
"orthoMCL5677" "3" "c_3"
"orthoMCL5678" "3" "c_3"
"orthoMCL5679" "3" "c_3"
"orthoMCL5680" "3" "c_3"
"orthoMCL5681" "3" "c_3"
"orthoMCL5682" "3" "c_3"
"orthoMCL5683" "3" "c_3"
"orthoMCL5684" "3" "c_3"
"orthoMCL5685" "3" "c_3"
"orthoMCL5686" "3" "c_3"
"orthoMCL5687" "3" "c_3"
"orthoMCL5688" "3" "c_3"
"orthoMCL5689" "3" "c_3"
"orthoMCL5690" "3" "c_3"
"orthoMCL5691" "3" "c_3"
"orthoMCL5692" "3" "c_3"
"orthoMCL5693" "3" "c_3"
"orthoMCL5694" "3" "c_3"
"orthoMCL5695" "3" "c_3"
"orthoMCL5696" "3" "c_3"
"orthoMCL5697" "3" "c_3"
"orthoMCL5698" "3" "c_3"
"orthoMCL5699" "3" "c_3"
"orthoMCL5700" "3" "c_3"
"orthoMCL5701" "3" "c_3"
"orthoMCL5702" "3" "c_3"
"orthoMCL5703" "3" "c_3"
"orthoMCL5704" "3" "c_3"
"orthoMCL5705" "3" "c_3"
"orthoMCL5706" "3" "c_3"
"orthoMCL5707" "3" "c_3"
"orthoMCL5708" "3" "c_3"
"orthoMCL5709" "3" "c_3"
"orthoMCL5710" "3" "c_3"
"orthoMCL5711" "3" "c_3"
"orthoMCL5712" "3" "c_3"
"orthoMCL5713" "3" "c_3"
"orthoMCL5714" "3" "c_3"
"orthoMCL5715" "3" "c_3"
"orthoMCL5716" "3" "c_3"
"orthoMCL5717" "3" "c_3"
"orthoMCL5718" "3" "c_3"
"orthoMCL5719" "3" "c_3"
"orthoMCL5720" "3" "c_3"
"orthoMCL5721" "3" "c_3"
"orthoMCL5722" "3" "c_3"
"orthoMCL5723" "3" "c_3"
"orthoMCL5724" "3" "c_3"
"orthoMCL5725" "3" "c_3"
"orthoMCL5726" "3" "c_3"
"orthoMCL5727" "3" "c_3"
"orthoMCL5728" "3" "c_3"
"orthoMCL5729" "3" "c_3"
"orthoMCL5730" "3" "c_3"
"orthoMCL5731" "3" "c_3"
"orthoMCL5732" "3" "c_3"
"orthoMCL5733" "3" "c_3"
"orthoMCL5734" "3" "c_3"
"orthoMCL5735" "3" "c_3"
"orthoMCL5736" "3" "c_3"
"orthoMCL5737" "3" "c_3"
"orthoMCL5738" "3" "c_3"
"orthoMCL5739" "3" "c_3"
"orthoMCL5740" "3" "c_3"
"orthoMCL5741" "3" "c_3"
"orthoMCL5742" "3" "c_3"
"orthoMCL5743" "3" "c_3"
"orthoMCL5744" "3" "c_3"
"orthoMCL5745" "3" "c_3"
"orthoMCL5746" "3" "c_3"
"orthoMCL5747" "3" "c_3"
"orthoMCL5748" "3" "c_3"
"orthoMCL5749" "3" "c_3"
"orthoMCL5750" "3" "c_3"
"orthoMCL5751" "3" "c_3"
"orthoMCL5752" "3" "c_3"
"orthoMCL5753" "3" "c_3"
"orthoMCL5754" "3" "c_3"
"orthoMCL5755" "3" "c_3"
"orthoMCL5756" "3" "c_3"
"orthoMCL5757" "3" "c_3"
"orthoMCL5758" "3" "c_3"
"orthoMCL5759" "3" "c_3"
"orthoMCL5760" "3" "c_3"
"orthoMCL5761" "3" "c_3"
"orthoMCL5762" "3" "c_3"
"orthoMCL5763" "3" "c_3"
"orthoMCL5764" "3" "c_3"
"orthoMCL5765" "3" "c_3"
"orthoMCL5766" "3" "c_3"
"orthoMCL5767" "3" "c_3"
"orthoMCL5768" "3" "c_3"
"orthoMCL5769" "3" "c_3"
"orthoMCL5770" "3" "c_3"
"orthoMCL5771" "3" "c_3"
"orthoMCL5772" "3" "c_3"
"orthoMCL5773" "3" "c_3"
"orthoMCL5774" "3" "c_3"
"orthoMCL5775" "3" "c_3"
"orthoMCL5776" "3" "c_3"
"orthoMCL5777" "3" "c_3"
"orthoMCL5778" "3" "c_3"
"orthoMCL5779" "3" "c_3"
"orthoMCL5780" "3" "c_3"
"orthoMCL5781" "3" "c_3"
"orthoMCL5782" "3" "c_3"
"orthoMCL5783" "3" "c_3"
"orthoMCL5784" "3" "c_3"
"orthoMCL5785" "3" "c_3"
"orthoMCL5786" "3" "c_3"
"orthoMCL5787" "3" "c_3"
"orthoMCL5788" "3" "c_3"
"orthoMCL5789" "3" "c_3"
"orthoMCL5790" "3" "c_3"
"orthoMCL5791" "3" "c_3"
"orthoMCL5792" "3" "c_3"
"orthoMCL5793" "3" "c_3"
"orthoMCL5794" "3" "c_3"
"orthoMCL5795" "3" "c_3"
"orthoMCL5796" "3" "c_3"
"orthoMCL5797" "3" "c_3"
"orthoMCL5798" "3" "c_3"
"orthoMCL5799" "3" "c_3"
"orthoMCL5800" "3" "c_3"
"orthoMCL5801" "3" "c_3"
"orthoMCL5802" "3" "c_3"
"orthoMCL5803" "3" "c_3"
"orthoMCL5804" "3" "c_3"
"orthoMCL5805" "3" "c_3"
"orthoMCL5806" "3" "c_3"
"orthoMCL5807" "3" "c_3"
"orthoMCL5808" "3" "c_3"
"orthoMCL5809" "3" "c_3"
"orthoMCL5810" "3" "c_3"
"orthoMCL5811" "3" "c_3"
"orthoMCL5812" "3" "c_3"
"orthoMCL5813" "3" "c_3"
"orthoMCL5814" "3" "c_3"
"orthoMCL5815" "3" "c_3"
"orthoMCL5816" "3" "c_3"
"orthoMCL5817" "3" "c_3"
"orthoMCL5818" "3" "c_3"
"orthoMCL5819" "3" "c_3"
"orthoMCL5820" "3" "c_3"
"orthoMCL5821" "3" "c_3"
"orthoMCL5822" "3" "c_3"
"orthoMCL5823" "3" "c_3"
"orthoMCL5824" "3" "c_3"
"orthoMCL5825" "3" "c_3"
"orthoMCL5826" "3" "c_3"
"orthoMCL5827" "3" "c_3"
"orthoMCL5828" "3" "c_3"
"orthoMCL5829" "3" "c_3"
"orthoMCL5830" "3" "c_3"
"orthoMCL5831" "3" "c_3"
"orthoMCL5832" "3" "c_3"
"orthoMCL5833" "3" "c_3"
"orthoMCL5834" "3" "c_3"
"orthoMCL5835" "3" "c_3"
"orthoMCL5836" "3" "c_3"
"orthoMCL5837" "3" "c_3"
"orthoMCL5838" "3" "c_3"
"orthoMCL5839" "3" "c_3"
"orthoMCL5840" "3" "c_3"
"orthoMCL5841" "3" "c_3"
"orthoMCL5842" "3" "c_3"
"orthoMCL5843" "3" "c_3"
"orthoMCL5844" "3" "c_3"
"orthoMCL5845" "3" "c_3"
"orthoMCL5846" "3" "c_3"
"orthoMCL5847" "3" "c_3"
"orthoMCL5848" "3" "c_3"
"orthoMCL5849" "3" "c_3"
"orthoMCL5850" "3" "c_3"
"orthoMCL5851" "3" "c_3"
"orthoMCL5852" "3" "c_3"
"orthoMCL5853" "3" "c_3"
"orthoMCL5854" "3" "c_3"
"orthoMCL5855" "3" "c_3"
"orthoMCL5856" "3" "c_3"
"orthoMCL5857" "3" "c_3"
