"V1" "V2"
"orthoMCL2931" "3" "c_3"
"orthoMCL2932" "3" "c_3"
"orthoMCL2933" "3" "c_3"
"orthoMCL2934" "3" "c_3"
"orthoMCL2935" "3" "c_3"
"orthoMCL2936" "3" "c_3"
"orthoMCL2937" "3" "c_3"
"orthoMCL2938" "3" "c_3"
"orthoMCL2939" "3" "c_3"
"orthoMCL2940" "3" "c_3"
"orthoMCL2941" "3" "c_3"
"orthoMCL2942" "3" "c_3"
"orthoMCL2943" "3" "c_3"
"orthoMCL2944" "3" "c_3"
"orthoMCL2945" "3" "c_3"
"orthoMCL2946" "3" "c_3"
"orthoMCL2947" "3" "c_3"
"orthoMCL2948" "3" "c_3"
"orthoMCL2949" "3" "c_3"
"orthoMCL2950" "3" "c_3"
"orthoMCL2951" "3" "c_3"
"orthoMCL2952" "3" "c_3"
"orthoMCL2953" "3" "c_3"
"orthoMCL2954" "3" "c_3"
"orthoMCL2955" "3" "c_3"
"orthoMCL2956" "3" "c_3"
"orthoMCL2957" "3" "c_3"
"orthoMCL2958" "3" "c_3"
"orthoMCL2959" "3" "c_3"
"orthoMCL2960" "3" "c_3"
"orthoMCL2961" "3" "c_3"
"orthoMCL2962" "3" "c_3"
"orthoMCL2963" "3" "c_3"
"orthoMCL2964" "3" "c_3"
"orthoMCL2965" "3" "c_3"
"orthoMCL2966" "3" "c_3"
"orthoMCL2967" "3" "c_3"
"orthoMCL2968" "3" "c_3"
"orthoMCL2969" "3" "c_3"
"orthoMCL2970" "3" "c_3"
"orthoMCL2971" "3" "c_3"
"orthoMCL2972" "3" "c_3"
"orthoMCL2973" "3" "c_3"
"orthoMCL2974" "3" "c_3"
"orthoMCL2975" "3" "c_3"
"orthoMCL2976" "3" "c_3"
"orthoMCL2977" "3" "c_3"
"orthoMCL2978" "3" "c_3"
"orthoMCL2979" "3" "c_3"
"orthoMCL2980" "3" "c_3"
"orthoMCL2981" "3" "c_3"
"orthoMCL2982" "3" "c_3"
"orthoMCL2983" "3" "c_3"
"orthoMCL2984" "3" "c_3"
"orthoMCL2985" "3" "c_3"
"orthoMCL2986" "3" "c_3"
"orthoMCL2987" "3" "c_3"
"orthoMCL2988" "3" "c_3"
"orthoMCL2989" "3" "c_3"
"orthoMCL2990" "3" "c_3"
"orthoMCL2991" "3" "c_3"
"orthoMCL2992" "3" "c_3"
"orthoMCL2993" "3" "c_3"
"orthoMCL2994" "3" "c_3"
"orthoMCL2995" "3" "c_3"
"orthoMCL2996" "3" "c_3"
"orthoMCL2997" "3" "c_3"
"orthoMCL2998" "3" "c_3"
"orthoMCL2999" "3" "c_3"
"orthoMCL3000" "3" "c_3"
"orthoMCL3001" "3" "c_3"
"orthoMCL3002" "3" "c_3"
"orthoMCL3003" "3" "c_3"
"orthoMCL3004" "3" "c_3"
"orthoMCL3005" "3" "c_3"
"orthoMCL3006" "3" "c_3"
"orthoMCL3007" "3" "c_3"
"orthoMCL3008" "3" "c_3"
"orthoMCL3009" "3" "c_3"
"orthoMCL3010" "3" "c_3"
"orthoMCL3011" "3" "c_3"
"orthoMCL3012" "3" "c_3"
"orthoMCL3013" "3" "c_3"
"orthoMCL3014" "3" "c_3"
"orthoMCL3015" "3" "c_3"
"orthoMCL3016" "3" "c_3"
"orthoMCL3017" "3" "c_3"
"orthoMCL3018" "3" "c_3"
"orthoMCL3019" "3" "c_3"
"orthoMCL3020" "3" "c_3"
"orthoMCL3021" "3" "c_3"
"orthoMCL3022" "3" "c_3"
"orthoMCL3023" "3" "c_3"
"orthoMCL3024" "3" "c_3"
"orthoMCL3025" "3" "c_3"
"orthoMCL3026" "3" "c_3"
"orthoMCL3027" "3" "c_3"
"orthoMCL3028" "3" "c_3"
"orthoMCL3029" "3" "c_3"
"orthoMCL3030" "3" "c_3"
"orthoMCL3031" "3" "c_3"
"orthoMCL3032" "3" "c_3"
"orthoMCL3033" "3" "c_3"
"orthoMCL3034" "3" "c_3"
"orthoMCL3035" "3" "c_3"
"orthoMCL3036" "3" "c_3"
"orthoMCL3037" "3" "c_3"
"orthoMCL3038" "3" "c_3"
"orthoMCL3039" "3" "c_3"
"orthoMCL3040" "3" "c_3"
"orthoMCL3041" "3" "c_3"
"orthoMCL3042" "3" "c_3"
"orthoMCL3043" "3" "c_3"
"orthoMCL3044" "3" "c_3"
"orthoMCL3045" "3" "c_3"
"orthoMCL3046" "3" "c_3"
"orthoMCL3047" "3" "c_3"
"orthoMCL3048" "3" "c_3"
"orthoMCL3049" "3" "c_3"
"orthoMCL3050" "3" "c_3"
"orthoMCL3051" "3" "c_3"
"orthoMCL3052" "3" "c_3"
"orthoMCL3053" "3" "c_3"
"orthoMCL3054" "3" "c_3"
"orthoMCL3055" "3" "c_3"
"orthoMCL3056" "3" "c_3"
"orthoMCL3057" "3" "c_3"
"orthoMCL3058" "3" "c_3"
"orthoMCL3059" "3" "c_3"
"orthoMCL3060" "3" "c_3"
"orthoMCL3061" "3" "c_3"
"orthoMCL3062" "3" "c_3"
"orthoMCL3063" "3" "c_3"
"orthoMCL3064" "3" "c_3"
"orthoMCL3065" "3" "c_3"
"orthoMCL3066" "3" "c_3"
"orthoMCL3067" "3" "c_3"
"orthoMCL3068" "3" "c_3"
"orthoMCL3069" "3" "c_3"
"orthoMCL3070" "3" "c_3"
"orthoMCL3071" "3" "c_3"
"orthoMCL3072" "3" "c_3"
"orthoMCL3073" "3" "c_3"
"orthoMCL3074" "3" "c_3"
"orthoMCL3075" "3" "c_3"
"orthoMCL3076" "3" "c_3"
"orthoMCL3077" "3" "c_3"
"orthoMCL3078" "3" "c_3"
"orthoMCL3079" "3" "c_3"
"orthoMCL3080" "3" "c_3"
"orthoMCL3081" "3" "c_3"
"orthoMCL3082" "3" "c_3"
"orthoMCL3083" "3" "c_3"
"orthoMCL3084" "3" "c_3"
"orthoMCL3085" "3" "c_3"
"orthoMCL3086" "3" "c_3"
"orthoMCL3087" "3" "c_3"
"orthoMCL3088" "3" "c_3"
"orthoMCL3089" "3" "c_3"
"orthoMCL3090" "3" "c_3"
"orthoMCL3091" "3" "c_3"
"orthoMCL3092" "3" "c_3"
"orthoMCL3093" "3" "c_3"
"orthoMCL3094" "3" "c_3"
"orthoMCL3095" "3" "c_3"
"orthoMCL3096" "3" "c_3"
"orthoMCL3097" "3" "c_3"
"orthoMCL3098" "3" "c_3"
"orthoMCL3099" "3" "c_3"
"orthoMCL3100" "3" "c_3"
"orthoMCL3101" "3" "c_3"
"orthoMCL3102" "3" "c_3"
"orthoMCL3103" "3" "c_3"
"orthoMCL3104" "3" "c_3"
"orthoMCL3105" "3" "c_3"
"orthoMCL3106" "3" "c_3"
"orthoMCL3107" "3" "c_3"
"orthoMCL3108" "3" "c_3"
"orthoMCL3109" "3" "c_3"
"orthoMCL3110" "3" "c_3"
"orthoMCL3111" "3" "c_3"
"orthoMCL3112" "3" "c_3"
"orthoMCL3113" "3" "c_3"
"orthoMCL3114" "3" "c_3"
"orthoMCL3115" "3" "c_3"
"orthoMCL3116" "3" "c_3"
"orthoMCL3117" "3" "c_3"
"orthoMCL3118" "3" "c_3"
"orthoMCL3119" "3" "c_3"
"orthoMCL3120" "3" "c_3"
"orthoMCL3121" "3" "c_3"
"orthoMCL3122" "3" "c_3"
"orthoMCL3123" "3" "c_3"
"orthoMCL3124" "3" "c_3"
"orthoMCL3125" "3" "c_3"
"orthoMCL3126" "3" "c_3"
"orthoMCL3127" "3" "c_3"
"orthoMCL3128" "3" "c_3"
"orthoMCL3129" "3" "c_3"
"orthoMCL3130" "3" "c_3"
"orthoMCL3131" "3" "c_3"
"orthoMCL3132" "3" "c_3"
"orthoMCL3133" "3" "c_3"
"orthoMCL3134" "3" "c_3"
"orthoMCL3135" "3" "c_3"
"orthoMCL3136" "3" "c_3"
"orthoMCL3137" "3" "c_3"
"orthoMCL3138" "3" "c_3"
"orthoMCL3139" "3" "c_3"
"orthoMCL3140" "3" "c_3"
"orthoMCL3141" "3" "c_3"
"orthoMCL3142" "3" "c_3"
"orthoMCL3143" "3" "c_3"
"orthoMCL3144" "3" "c_3"
"orthoMCL3145" "3" "c_3"
"orthoMCL3146" "3" "c_3"
"orthoMCL3147" "3" "c_3"
"orthoMCL3148" "3" "c_3"
"orthoMCL3149" "3" "c_3"
"orthoMCL3150" "3" "c_3"
"orthoMCL3151" "3" "c_3"
"orthoMCL3152" "3" "c_3"
"orthoMCL3153" "3" "c_3"
"orthoMCL3154" "3" "c_3"
"orthoMCL3155" "3" "c_3"
"orthoMCL3156" "3" "c_3"
"orthoMCL3157" "3" "c_3"
"orthoMCL3158" "3" "c_3"
"orthoMCL3159" "3" "c_3"
"orthoMCL3160" "3" "c_3"
"orthoMCL3161" "3" "c_3"
"orthoMCL3162" "3" "c_3"
"orthoMCL3163" "3" "c_3"
"orthoMCL3164" "3" "c_3"
"orthoMCL3165" "3" "c_3"
"orthoMCL3166" "3" "c_3"
"orthoMCL3167" "3" "c_3"
"orthoMCL3168" "3" "c_3"
"orthoMCL3169" "3" "c_3"
"orthoMCL3170" "3" "c_3"
"orthoMCL3171" "3" "c_3"
"orthoMCL3172" "3" "c_3"
"orthoMCL3173" "3" "c_3"
"orthoMCL3174" "3" "c_3"
"orthoMCL3175" "3" "c_3"
"orthoMCL3176" "3" "c_3"
"orthoMCL3177" "3" "c_3"
"orthoMCL3178" "3" "c_3"
"orthoMCL3179" "3" "c_3"
"orthoMCL3180" "3" "c_3"
"orthoMCL3181" "3" "c_3"
"orthoMCL3182" "3" "c_3"
"orthoMCL3183" "3" "c_3"
"orthoMCL3184" "3" "c_3"
"orthoMCL3185" "3" "c_3"
"orthoMCL3186" "3" "c_3"
"orthoMCL3187" "3" "c_3"
"orthoMCL3188" "3" "c_3"
"orthoMCL3189" "3" "c_3"
"orthoMCL3190" "3" "c_3"
"orthoMCL3191" "3" "c_3"
"orthoMCL3192" "3" "c_3"
"orthoMCL3193" "3" "c_3"
"orthoMCL3194" "3" "c_3"
"orthoMCL3195" "3" "c_3"
"orthoMCL3196" "3" "c_3"
"orthoMCL3197" "3" "c_3"
"orthoMCL3198" "3" "c_3"
"orthoMCL3199" "3" "c_3"
"orthoMCL3200" "3" "c_3"
"orthoMCL3201" "3" "c_3"
"orthoMCL3202" "3" "c_3"
"orthoMCL3203" "3" "c_3"
"orthoMCL3204" "3" "c_3"
"orthoMCL3205" "3" "c_3"
"orthoMCL3206" "3" "c_3"
"orthoMCL3207" "3" "c_3"
"orthoMCL3208" "3" "c_3"
"orthoMCL3209" "3" "c_3"
"orthoMCL3210" "3" "c_3"
"orthoMCL3211" "3" "c_3"
"orthoMCL3212" "3" "c_3"
"orthoMCL3213" "3" "c_3"
"orthoMCL3214" "3" "c_3"
"orthoMCL3215" "3" "c_3"
"orthoMCL3216" "3" "c_3"
"orthoMCL3217" "3" "c_3"
"orthoMCL3218" "3" "c_3"
"orthoMCL3219" "3" "c_3"
"orthoMCL3220" "3" "c_3"
"orthoMCL3221" "3" "c_3"
"orthoMCL3222" "3" "c_3"
"orthoMCL3223" "3" "c_3"
"orthoMCL3224" "3" "c_3"
"orthoMCL3225" "3" "c_3"
"orthoMCL3226" "3" "c_3"
"orthoMCL3227" "3" "c_3"
"orthoMCL3228" "3" "c_3"
"orthoMCL3229" "3" "c_3"
"orthoMCL3230" "3" "c_3"
"orthoMCL3231" "3" "c_3"
"orthoMCL3232" "3" "c_3"
"orthoMCL3233" "3" "c_3"
"orthoMCL3234" "3" "c_3"
"orthoMCL3235" "3" "c_3"
"orthoMCL3236" "3" "c_3"
"orthoMCL3237" "3" "c_3"
"orthoMCL3238" "3" "c_3"
"orthoMCL3239" "3" "c_3"
"orthoMCL3240" "3" "c_3"
"orthoMCL3241" "3" "c_3"
"orthoMCL3242" "3" "c_3"
"orthoMCL3243" "3" "c_3"
"orthoMCL3244" "3" "c_3"
"orthoMCL3245" "3" "c_3"
"orthoMCL3246" "3" "c_3"
"orthoMCL3247" "3" "c_3"
"orthoMCL3248" "3" "c_3"
"orthoMCL3249" "3" "c_3"
"orthoMCL3250" "3" "c_3"
"orthoMCL3251" "3" "c_3"
"orthoMCL3252" "3" "c_3"
"orthoMCL3253" "3" "c_3"
"orthoMCL3254" "3" "c_3"
"orthoMCL3255" "3" "c_3"
"orthoMCL3256" "3" "c_3"
"orthoMCL3257" "3" "c_3"
"orthoMCL3258" "3" "c_3"
"orthoMCL3259" "3" "c_3"
"orthoMCL3260" "3" "c_3"
"orthoMCL3261" "3" "c_3"
"orthoMCL3262" "3" "c_3"
"orthoMCL3263" "3" "c_3"
"orthoMCL3264" "3" "c_3"
"orthoMCL3265" "3" "c_3"
"orthoMCL3266" "3" "c_3"
"orthoMCL3267" "3" "c_3"
"orthoMCL3268" "3" "c_3"
"orthoMCL3269" "3" "c_3"
"orthoMCL3270" "3" "c_3"
"orthoMCL3271" "3" "c_3"
"orthoMCL3272" "3" "c_3"
"orthoMCL3273" "3" "c_3"
"orthoMCL3274" "3" "c_3"
"orthoMCL3275" "3" "c_3"
"orthoMCL3276" "3" "c_3"
"orthoMCL3277" "3" "c_3"
"orthoMCL3278" "3" "c_3"
"orthoMCL3279" "3" "c_3"
"orthoMCL3280" "3" "c_3"
"orthoMCL3281" "3" "c_3"
"orthoMCL3282" "3" "c_3"
"orthoMCL3283" "3" "c_3"
"orthoMCL3284" "3" "c_3"
"orthoMCL3285" "3" "c_3"
"orthoMCL3286" "3" "c_3"
"orthoMCL3287" "3" "c_3"
"orthoMCL3288" "3" "c_3"
"orthoMCL3289" "3" "c_3"
"orthoMCL3290" "3" "c_3"
"orthoMCL3291" "3" "c_3"
"orthoMCL3292" "3" "c_3"
"orthoMCL3293" "3" "c_3"
"orthoMCL3294" "3" "c_3"
"orthoMCL3295" "3" "c_3"
"orthoMCL3296" "3" "c_3"
"orthoMCL3297" "3" "c_3"
"orthoMCL3298" "3" "c_3"
"orthoMCL3299" "3" "c_3"
"orthoMCL3300" "3" "c_3"
"orthoMCL3301" "3" "c_3"
"orthoMCL3302" "3" "c_3"
"orthoMCL3303" "3" "c_3"
"orthoMCL3304" "3" "c_3"
"orthoMCL3305" "3" "c_3"
"orthoMCL3306" "3" "c_3"
"orthoMCL3307" "3" "c_3"
"orthoMCL3308" "3" "c_3"
"orthoMCL3309" "3" "c_3"
"orthoMCL3310" "3" "c_3"
"orthoMCL3311" "3" "c_3"
"orthoMCL3312" "3" "c_3"
"orthoMCL3313" "3" "c_3"
"orthoMCL3314" "3" "c_3"
"orthoMCL3315" "3" "c_3"
"orthoMCL3316" "3" "c_3"
"orthoMCL3317" "3" "c_3"
"orthoMCL3318" "3" "c_3"
"orthoMCL3319" "3" "c_3"
"orthoMCL3320" "3" "c_3"
"orthoMCL3321" "3" "c_3"
"orthoMCL3322" "3" "c_3"
"orthoMCL3323" "3" "c_3"
"orthoMCL3324" "3" "c_3"
"orthoMCL3325" "3" "c_3"
"orthoMCL3326" "3" "c_3"
"orthoMCL3327" "3" "c_3"
"orthoMCL3328" "3" "c_3"
"orthoMCL3329" "3" "c_3"
"orthoMCL3330" "3" "c_3"
"orthoMCL3331" "3" "c_3"
"orthoMCL3332" "3" "c_3"
"orthoMCL3333" "3" "c_3"
"orthoMCL3334" "3" "c_3"
"orthoMCL3335" "3" "c_3"
"orthoMCL3336" "3" "c_3"
"orthoMCL3337" "3" "c_3"
"orthoMCL3338" "3" "c_3"
"orthoMCL3339" "3" "c_3"
"orthoMCL3340" "3" "c_3"
"orthoMCL3341" "3" "c_3"
"orthoMCL3342" "3" "c_3"
"orthoMCL3343" "3" "c_3"
"orthoMCL3344" "3" "c_3"
"orthoMCL3345" "3" "c_3"
"orthoMCL3346" "3" "c_3"
"orthoMCL3347" "3" "c_3"
"orthoMCL3348" "3" "c_3"
"orthoMCL3349" "3" "c_3"
"orthoMCL3350" "3" "c_3"
"orthoMCL3351" "3" "c_3"
"orthoMCL3352" "3" "c_3"
"orthoMCL3353" "3" "c_3"
"orthoMCL3354" "3" "c_3"
"orthoMCL3355" "3" "c_3"
"orthoMCL3356" "3" "c_3"
"orthoMCL3357" "3" "c_3"
"orthoMCL3358" "3" "c_3"
"orthoMCL3359" "3" "c_3"
"orthoMCL3360" "3" "c_3"
"orthoMCL3361" "3" "c_3"
"orthoMCL3362" "3" "c_3"
"orthoMCL3363" "3" "c_3"
"orthoMCL3364" "3" "c_3"
"orthoMCL3365" "3" "c_3"
"orthoMCL3366" "3" "c_3"
"orthoMCL3367" "3" "c_3"
"orthoMCL3368" "3" "c_3"
"orthoMCL3369" "3" "c_3"
"orthoMCL3370" "3" "c_3"
"orthoMCL3371" "3" "c_3"
"orthoMCL3372" "3" "c_3"
"orthoMCL3373" "3" "c_3"
"orthoMCL3374" "3" "c_3"
"orthoMCL3375" "3" "c_3"
"orthoMCL3376" "3" "c_3"
"orthoMCL3377" "3" "c_3"
"orthoMCL3378" "3" "c_3"
"orthoMCL3379" "3" "c_3"
"orthoMCL3380" "3" "c_3"
"orthoMCL3381" "3" "c_3"
"orthoMCL3382" "3" "c_3"
"orthoMCL3383" "3" "c_3"
"orthoMCL3384" "3" "c_3"
"orthoMCL3385" "3" "c_3"
"orthoMCL3386" "3" "c_3"
"orthoMCL3387" "3" "c_3"
"orthoMCL3388" "3" "c_3"
"orthoMCL3389" "3" "c_3"
"orthoMCL3390" "3" "c_3"
"orthoMCL3391" "3" "c_3"
"orthoMCL3392" "3" "c_3"
"orthoMCL3393" "3" "c_3"
"orthoMCL3394" "3" "c_3"
"orthoMCL3395" "3" "c_3"
"orthoMCL3396" "3" "c_3"
"orthoMCL3397" "3" "c_3"
"orthoMCL3398" "3" "c_3"
"orthoMCL3399" "3" "c_3"
"orthoMCL3400" "3" "c_3"
"orthoMCL3401" "3" "c_3"
"orthoMCL3402" "3" "c_3"
"orthoMCL3403" "3" "c_3"
"orthoMCL3404" "3" "c_3"
"orthoMCL3405" "3" "c_3"
"orthoMCL3406" "3" "c_3"
"orthoMCL3407" "3" "c_3"
"orthoMCL3408" "3" "c_3"
"orthoMCL3409" "3" "c_3"
"orthoMCL3410" "3" "c_3"
"orthoMCL3411" "3" "c_3"
"orthoMCL3412" "3" "c_3"
"orthoMCL3413" "3" "c_3"
"orthoMCL3414" "3" "c_3"
"orthoMCL3415" "3" "c_3"
"orthoMCL3416" "3" "c_3"
"orthoMCL3417" "3" "c_3"
"orthoMCL3418" "3" "c_3"
"orthoMCL3419" "3" "c_3"
"orthoMCL3420" "3" "c_3"
"orthoMCL3421" "3" "c_3"
"orthoMCL3422" "3" "c_3"
"orthoMCL3423" "3" "c_3"
"orthoMCL3424" "3" "c_3"
"orthoMCL3425" "3" "c_3"
"orthoMCL3426" "3" "c_3"
"orthoMCL3427" "3" "c_3"
"orthoMCL3428" "3" "c_3"
"orthoMCL3429" "3" "c_3"
"orthoMCL3430" "3" "c_3"
"orthoMCL3431" "3" "c_3"
"orthoMCL3432" "3" "c_3"
"orthoMCL3433" "3" "c_3"
"orthoMCL3434" "3" "c_3"
"orthoMCL3435" "3" "c_3"
"orthoMCL3436" "3" "c_3"
"orthoMCL3437" "3" "c_3"
"orthoMCL3438" "3" "c_3"
"orthoMCL3439" "3" "c_3"
"orthoMCL3440" "3" "c_3"
"orthoMCL3441" "3" "c_3"
"orthoMCL3442" "3" "c_3"
"orthoMCL3443" "3" "c_3"
"orthoMCL3444" "3" "c_3"
"orthoMCL3445" "3" "c_3"
"orthoMCL3446" "3" "c_3"
"orthoMCL3447" "3" "c_3"
"orthoMCL3448" "3" "c_3"
"orthoMCL3449" "3" "c_3"
"orthoMCL3450" "3" "c_3"
"orthoMCL3451" "3" "c_3"
"orthoMCL3452" "3" "c_3"
"orthoMCL3453" "3" "c_3"
"orthoMCL3454" "3" "c_3"
"orthoMCL3455" "3" "c_3"
"orthoMCL3456" "3" "c_3"
"orthoMCL3457" "3" "c_3"
"orthoMCL3458" "3" "c_3"
"orthoMCL3459" "3" "c_3"
"orthoMCL3460" "3" "c_3"
"orthoMCL3461" "3" "c_3"
"orthoMCL3462" "3" "c_3"
"orthoMCL3463" "3" "c_3"
"orthoMCL3464" "3" "c_3"
"orthoMCL3465" "3" "c_3"
"orthoMCL3466" "3" "c_3"
"orthoMCL3467" "3" "c_3"
"orthoMCL3468" "3" "c_3"
"orthoMCL3469" "3" "c_3"
"orthoMCL3470" "3" "c_3"
"orthoMCL3471" "3" "c_3"
"orthoMCL3472" "3" "c_3"
"orthoMCL3473" "3" "c_3"
"orthoMCL3474" "3" "c_3"
"orthoMCL3475" "3" "c_3"
"orthoMCL3476" "3" "c_3"
"orthoMCL3477" "3" "c_3"
"orthoMCL3478" "3" "c_3"
"orthoMCL3479" "3" "c_3"
"orthoMCL3480" "3" "c_3"
"orthoMCL3481" "3" "c_3"
"orthoMCL3482" "3" "c_3"
"orthoMCL3483" "3" "c_3"
"orthoMCL3484" "3" "c_3"
"orthoMCL3485" "3" "c_3"
"orthoMCL3486" "3" "c_3"
"orthoMCL3487" "3" "c_3"
"orthoMCL3488" "3" "c_3"
"orthoMCL3489" "3" "c_3"
"orthoMCL3490" "3" "c_3"
"orthoMCL3491" "3" "c_3"
"orthoMCL3492" "3" "c_3"
"orthoMCL3493" "3" "c_3"
"orthoMCL3494" "3" "c_3"
"orthoMCL3495" "3" "c_3"
"orthoMCL3496" "3" "c_3"
"orthoMCL3497" "3" "c_3"
"orthoMCL3498" "3" "c_3"
"orthoMCL3499" "3" "c_3"
"orthoMCL3500" "3" "c_3"
"orthoMCL3501" "3" "c_3"
"orthoMCL3502" "3" "c_3"
"orthoMCL3503" "3" "c_3"
"orthoMCL3504" "3" "c_3"
"orthoMCL3505" "3" "c_3"
"orthoMCL3506" "3" "c_3"
"orthoMCL3507" "3" "c_3"
"orthoMCL3508" "3" "c_3"
"orthoMCL3509" "3" "c_3"
"orthoMCL3510" "3" "c_3"
"orthoMCL3511" "3" "c_3"
"orthoMCL3512" "3" "c_3"
"orthoMCL3513" "3" "c_3"
"orthoMCL3514" "3" "c_3"
"orthoMCL3515" "3" "c_3"
"orthoMCL3516" "3" "c_3"
"orthoMCL3517" "3" "c_3"
"orthoMCL3518" "3" "c_3"
"orthoMCL3519" "3" "c_3"
"orthoMCL3520" "3" "c_3"
"orthoMCL3521" "3" "c_3"
"orthoMCL3522" "3" "c_3"
"orthoMCL3523" "3" "c_3"
"orthoMCL3524" "3" "c_3"
"orthoMCL3525" "3" "c_3"
"orthoMCL3526" "3" "c_3"
"orthoMCL3527" "3" "c_3"
"orthoMCL3528" "3" "c_3"
"orthoMCL3529" "3" "c_3"
"orthoMCL3530" "3" "c_3"
"orthoMCL3531" "3" "c_3"
"orthoMCL3532" "3" "c_3"
"orthoMCL3533" "3" "c_3"
"orthoMCL3534" "3" "c_3"
"orthoMCL3535" "3" "c_3"
"orthoMCL3536" "3" "c_3"
"orthoMCL3537" "3" "c_3"
"orthoMCL3538" "3" "c_3"
"orthoMCL3539" "3" "c_3"
"orthoMCL3540" "3" "c_3"
"orthoMCL3541" "3" "c_3"
"orthoMCL3542" "3" "c_3"
"orthoMCL3543" "3" "c_3"
"orthoMCL3544" "3" "c_3"
"orthoMCL3545" "3" "c_3"
"orthoMCL3546" "3" "c_3"
"orthoMCL3547" "3" "c_3"
"orthoMCL3548" "3" "c_3"
"orthoMCL3549" "3" "c_3"
"orthoMCL3550" "3" "c_3"
"orthoMCL3551" "3" "c_3"
"orthoMCL3552" "3" "c_3"
"orthoMCL3553" "3" "c_3"
"orthoMCL3554" "3" "c_3"
"orthoMCL3555" "3" "c_3"
"orthoMCL3556" "3" "c_3"
"orthoMCL3557" "3" "c_3"
"orthoMCL3558" "3" "c_3"
"orthoMCL3559" "3" "c_3"
"orthoMCL3560" "3" "c_3"
"orthoMCL3561" "3" "c_3"
"orthoMCL3562" "3" "c_3"
"orthoMCL3563" "3" "c_3"
"orthoMCL3564" "3" "c_3"
"orthoMCL3565" "3" "c_3"
"orthoMCL3566" "3" "c_3"
"orthoMCL3567" "3" "c_3"
"orthoMCL3568" "3" "c_3"
"orthoMCL3569" "3" "c_3"
"orthoMCL3570" "3" "c_3"
"orthoMCL3571" "3" "c_3"
"orthoMCL3572" "3" "c_3"
"orthoMCL3573" "3" "c_3"
"orthoMCL3574" "3" "c_3"
"orthoMCL3575" "3" "c_3"
"orthoMCL3576" "3" "c_3"
"orthoMCL3577" "3" "c_3"
"orthoMCL3578" "3" "c_3"
"orthoMCL3579" "3" "c_3"
"orthoMCL3580" "3" "c_3"
"orthoMCL3581" "3" "c_3"
"orthoMCL3582" "3" "c_3"
"orthoMCL3583" "3" "c_3"
"orthoMCL3584" "3" "c_3"
"orthoMCL3585" "3" "c_3"
"orthoMCL3586" "3" "c_3"
"orthoMCL3587" "3" "c_3"
"orthoMCL3588" "3" "c_3"
"orthoMCL3589" "3" "c_3"
"orthoMCL3590" "3" "c_3"
"orthoMCL3591" "3" "c_3"
"orthoMCL3592" "3" "c_3"
"orthoMCL3593" "3" "c_3"
"orthoMCL3594" "3" "c_3"
"orthoMCL3595" "3" "c_3"
"orthoMCL3596" "3" "c_3"
"orthoMCL3597" "3" "c_3"
"orthoMCL3598" "3" "c_3"
"orthoMCL3599" "3" "c_3"
"orthoMCL3600" "3" "c_3"
"orthoMCL3601" "3" "c_3"
"orthoMCL3602" "3" "c_3"
"orthoMCL3603" "3" "c_3"
"orthoMCL3604" "3" "c_3"
"orthoMCL3605" "3" "c_3"
"orthoMCL3606" "3" "c_3"
"orthoMCL3607" "3" "c_3"
"orthoMCL3608" "3" "c_3"
"orthoMCL3609" "3" "c_3"
"orthoMCL3610" "3" "c_3"
"orthoMCL3611" "3" "c_3"
"orthoMCL3612" "3" "c_3"
"orthoMCL3613" "3" "c_3"
"orthoMCL3614" "3" "c_3"
"orthoMCL3615" "3" "c_3"
"orthoMCL3616" "3" "c_3"
"orthoMCL3617" "3" "c_3"
"orthoMCL3618" "3" "c_3"
"orthoMCL3619" "3" "c_3"
"orthoMCL3620" "3" "c_3"
"orthoMCL3621" "3" "c_3"
"orthoMCL3622" "3" "c_3"
"orthoMCL3623" "3" "c_3"
"orthoMCL3624" "3" "c_3"
"orthoMCL3625" "3" "c_3"
"orthoMCL3626" "3" "c_3"
"orthoMCL3627" "3" "c_3"
"orthoMCL3628" "3" "c_3"
"orthoMCL3629" "3" "c_3"
"orthoMCL3630" "3" "c_3"
"orthoMCL3631" "3" "c_3"
"orthoMCL3632" "3" "c_3"
"orthoMCL3633" "3" "c_3"
"orthoMCL3634" "3" "c_3"
"orthoMCL3635" "3" "c_3"
"orthoMCL3636" "3" "c_3"
"orthoMCL3637" "3" "c_3"
"orthoMCL3638" "3" "c_3"
"orthoMCL3639" "3" "c_3"
"orthoMCL3640" "3" "c_3"
"orthoMCL3641" "3" "c_3"
"orthoMCL3642" "3" "c_3"
"orthoMCL3643" "3" "c_3"
"orthoMCL3644" "3" "c_3"
"orthoMCL3645" "3" "c_3"
"orthoMCL3646" "3" "c_3"
"orthoMCL3647" "3" "c_3"
"orthoMCL3648" "3" "c_3"
"orthoMCL3649" "3" "c_3"
"orthoMCL3650" "3" "c_3"
"orthoMCL3651" "3" "c_3"
"orthoMCL3652" "3" "c_3"
"orthoMCL3653" "3" "c_3"
"orthoMCL3654" "3" "c_3"
"orthoMCL3655" "3" "c_3"
"orthoMCL3656" "3" "c_3"
"orthoMCL3657" "3" "c_3"
"orthoMCL3658" "3" "c_3"
"orthoMCL3659" "3" "c_3"
"orthoMCL3660" "3" "c_3"
"orthoMCL3661" "3" "c_3"
"orthoMCL3662" "3" "c_3"
"orthoMCL3663" "3" "c_3"
"orthoMCL3664" "3" "c_3"
"orthoMCL3665" "3" "c_3"
"orthoMCL3666" "3" "c_3"
